text,date
"Ok no problem",447716608
"What are we gonna do wit da kiddos tomorrow",447740672
"Intense obstacle course with hella climbing and candy",447740800
"That's exactly what I was thinking!",447740800
"Like the one we did but like on the wave wall",447740800
"I was just thinking that too!",447740800
"We can set up a rope in the middle of wave wall",447740800
"So they can swing",447740800
"Ok now u are freaking me out I was thinking that ",447740800
"It will he fun ",447740800
"Omg ",447740800
"Great minds think alike",447740800
"And then candy at the end?",447740928
"Oh we can do another competition between us and the kids",447740928
"Hey I'm here",447740928
"Huh or Iike candy in the holds or something ",447741952
"Ya we could do a bat hang competition ",447741952
"Um I can't bat hang ",447741952
"Actually I can but my face turns all red and it's embarrassing ",447741952
"So you can do it",447741952
"Hang contest on the pull up bars!",447741952
"I'm going to summers for a lil il be gone by 1",447742464
"Ok have fun",447742464
"Bat hang contest on the pull-up bars ",447744000
"Red face contest",447744000
"No I will die",447745408
"They did not fall for the car thing plus I have two hickies. Thanks ;)",447757440
"haha youre welcome ",447757440
"what'd they say? ",447757440
"They didn't see them yet but they will in the morning, and it basically destroys all credibility of my lies",447757696
"Also the rain is awesome",447757696
"okay then don't try to lie. and the rain is great I'm hella happy it's raining ",447757696
"Did you drive today?",447792896
Ya,447792896
"Should we buy candy?",447793280
"Ya let's stop on the way to the gym ",447793408
"We should get a variety pack so theres less of a chance they will hate it",447793408
"What time are you out of school?",447799936
205,447799936
"Ok cause I don't have school so I can get u whenever ",447800064
"Oh ya you on break",447800064
"You can get me right after I get out that way we have lots of time to set stuff up ",447800064
"Cool ",447800064
"Should I come get u now?",447801088
YAS,447801088
"I mean yes ",447801088
"Spell check is too excited ",447801088
"Do you still want to do something tonight?",447820416
"⤴️‼",447820416
"Wow I literally was on the verge of texting you",447820416
Crazt,447820416
"What should we do?",447821184
"R u coming home soon?",447828736
"Hm idk I just got off work",447829504
"Ahhh I see ",447829504
"I'm watching  Lord of the Rings with Emily and Jesse ",447829504
"Oh cool cool",447829760
"Can I kick it with yal",447829760
"U at ur house?",447831680
"I'm at Emilys",447831808
"Can I come over or no? ",447832192
"Ya for sure if your down to chill and watch Lord of the Rings",447832192
"179 Lower terrace ",447832320
"Ya I gotta be home by 12 anyways :(🐜",447832320
"K cool",447832320
"Text me when you get here and I'll let you in ",447832320
"Hey I'm here",447833856
"You are late ",447836800
"On my way",447836800
"Hey man how do you take care of your bike? Like do you get tune ups and stuff?",447892736
"Not really i just search my problem on google",447893120
"Aight. I'm trying to get my bike running nice for cal studies",447893248
"It feels a lil off",447893248
"My mom just told me that Wash U was voted happiest kids in USA ",447893632
"Fuck ya! Can't wait!",447893632
":))))) ",447893888
"How is ur break
Also SO EXCIGED FOR CAL STUDIES ",447893888
"My breaks been nice haven't done too much but now going to LA",447893888
"Fun fun, why? ",447893888
"Soo excited I was just looking at the emails and I was cleaning up my bike!!!'",447893888
"Just going with my parents for a couple days",447893888
"I am gonna try to bike to school everyday ",447893888
"Ya me too!!! Can't wait!!! ",447893888
"Gonna get strong as fuck",447893888
"Sameeeeeeeee ",447893888
"Can't remember did u decide where u are going to school yet?",447894016
"Pitzer ",447894016
"👸👸👸👸👸👸",447894016
"That's gonna be sooo fun ",447894016
"I'm so excited ",447894016
"I will be so cool there w all my knowledge about water ",447894016
"Haha ya youl be famous",447894016
"We should also go camping and stuff on the weekends! ",447894016
"Omg I have been trying to convince my family to go camping for so long",447894016
"Let's do that and do really intense hikes ",447894272
"Damn and I'm gonna get back into gardening... I will be so cool this spring ",447894272
"Ya ul be really hipster. Do u have a garden? I miss gardening ",447894272
"I used to have strawberries then I let them die ",447894400
"It was a murder",447894400
"That's horrible",447894912
"￼",447901824
"Damn luky",447901824
" so i am going to tahoe this weekend :(((",447910272
"Hecka annoyed ",447910272
"Haha ",447962368
"Wild night tho",447962368
"Do tell",447962496
" $10 says that's Hannah Murphs scarf ",447962624
"￼",447964032
"Been a beez since da age of 2",447964032
"Wow you look like emperor palpating ",447964160
"Palpatine ",447964160
"Aka yung darth sidious",447964160
"￼",447968128
Uncanny,447968384
goblins,447968512
"It's ok I'm going to la ",447971712
"lucas wanna do something crazy this week",448007296
"lets climb mt whitney",448007296
"Meet us downstairs in the restaurant for breakfast 10",448043392
Minutes,448043392
Coming,448044288
"Get a table",448044288
"When u home?! Where's mt Whitney?! Someone's gotta stop emperor palpatine!",448047744
"Home as of ten seconds ago!!!",448047872
"Mt Whitney in southern sierras! Highest peak in contiguous US lets do eet",448050176
"At some point soonish I'll need both  helmets back for my trip",448057216
"Ya no problem il bring them in monday. Need anything else?",448057728
"Oh so down",448057728
"Let's dooo it",448059520
"Do you have school this week",448059520
"Ya I do :( how long u back for?",448067072
"A week! Whatcha up to tonight?",448068096
"I'm in la Im coming back today ",448134528
"I got into Santa Cruz!",448138752
Woohoo!!!!!!!!!!,448138880
Yayaya,448138880
"That's so exciting!",448138880
"thanks dude 😎",448138880
"idk if I wanna go but it's really awesome ",448138880
"You think you gonna do it?!",448138880
"idk!! I honestly have no idea what I'm gonna do next yet",448139008
year,448139008
"so stressful ",448139008
"Wanna skip school and try to climb mt Whitney this week",448139776
"It's senior spring hoo cares ",448139776
"Ugh so stressful! Are you waiting on any other schools?!",448140544
"I got in to Davis :)",448140544
"No one cares lets do it",448140672
"actually I'm starting cal studies",448140672
"Let's convince Rachel to take everyone up mt Whitney!",448140672
"congrats ",448140672
"not like ur already going somewhere else (:",448140672
"Santa Barbara tmmrw and pitzer on April 1st",448140672
"Let's leave on Thursday and skip Friday ",448140800
"Ok ok. Sb tomorrow? I'm waiting to hear too. Crossing my fingers 👌",448140800
"Cuz I leave sat !",448140800
"Don't leave! What time sat? You gotta come with me to the touchstone comp on Friday!",448142848
"Where? I don't have my shoes+can't really lead or Boulder for 4 more weeks because back! ",448143104
"What comp?",448143104
"Oh ya shit I forgot about ur back. How is it?",448143104
"There's a touchstone comp on Friday in concord I think then there's an scs comp at the same gym saturday ",448143104
"Hey guys hope u had a gr8 brake. We got some yb stuff to figure at asap. Especially dedication and dividers ",448143104
"Can u hike?",448144128
"Oh Ya fr sure I'm way better too, just can't take falls and stuff :(",448144128
"I thought dividers was figured out",448146304
"Eh not really. I mean sort of but shane is not really doing any of it an im worried it's not gonna look so good",448146304
"I thought the book covers looked really good!",448146432
"Ya I agree they just need to get finished and I'm worried they won't ",448147200
"Like the one we sent in was still not photoshopped",448147200
"Also you have any cover ideas? I was getting excited thinking about cool designs",448147200
"Will you read the most recent one I sent you?",448147328
"you may just have to take over the dividers if shane can't handle it",448149248
"When did u send it?",448151552
"I'll resend it",448151552
"Maybe maybe. Means more work",448151552
"Gonna be too busy with cal studies!!",448151552
"Did you get it?",448151808
Ya,448151808
"Great. Keep in mind it's still flawed and needs work",448151808
"hehe ya lemme know too",448161920
"also lemme know if u need any safety's covered this week",448161920
"do you wanna climb tmrw? ",448162304
YES,448170844
"Okay you tryna put in some hours?",448170858
"ya ",448170880
"I'm still working on the whole coaching thing but I feel like I should work in the mean time so max isn't mad ",448170880
"Aight il let you know. Max hasn't even sent a schedule yet so idk. ",448170880
"Ya makes sense",448170880
"You actually wanna coach?",448170880
"kk thanks dude!",448170943
"idk ",448170949
"radu said it would just be like helping out",448170960
"like kids can",448170964
"camp ",448170966
"I'm not sure tho",448170971
"I feel like I'm not qualified whatsoever",448170979
"okay ",448171088
"I think I have your lens cap ",448171136
"you have a konica ya?",448171136
"Oh sweet I was looking for it!",448171229
"ill bring it to school tomorrow",448171243
"sorry bout that",448171245
"Not ur fault I probably forgot it somewhere ",448171264
"Thanks ",448171264
"Oh you could totally do it it just might not be as fun",448171648
Haha!,448171776
"as camp? ",448171776
"blah ya idk we will see",448171776
"As only doing privates",448171776
"can u screen shot and send me a pic of the last schedule ?",448171776
"Claire said the times are different now ",448171776
Sure,448172046
"🐢🐢",448172054
"I don't understand ",448172066
"👏",448172071
"there's no logic. I didn't understand u so I just said 🐢",448172109
"there's not newt emoji 🐞🐛",448172139
"Ya newts are basically just caterpillars combined with ladybugs anyway",448172205
"yeah pretty much 🐞+🐛❤️= newt ",448172288
"Eww like the child of those things is a newt?",448172339
"￼",448172346
Yes!,448172351
"wanna do dinner with Madge tobi and Nell on Friday? ",448172367
"I'll cook ",448172374
"Ok read it",448174657
"One thing that I think needs to change ",448174670
"Well a lot needs to e changed. Like the ending",448174686
"Ok just one line that is confusing ",448174719
"I like it though, feels sf y",448174720
"Pg 29, Dans first line ",448174720
"Should sarah be saying it?",448174796
"Yea that whole bits weird",448174823
"Yes though it is ",448174829
"Yeah but also there's climbing comps that night that I kinda want to go to",448174831
"I couldn't think of how to end it so I wrote that as a place holder",448174844
"I'm glad you think it's sf-y though I was worried it wouldn't be",448174848
"okay well maybe we can do a diff night ",448175360
"what climbing comp is there? ",448175360
"Friday night there's a comp at pg sf and Diablo rock gym and then saturday there is an scs local comp at Diablo (which you should compete in)",448175872
"It's good and sf y it just needs and ending",448175872
"Should we go to friction on Friday? So we can climb more stuff?",448176000
"Cause I'm busy till 630 ",448176128
"We're doing Diablo to get points for the overall ",448176512
"Busy doing what",448176512
"Art class after school ",448176640
"How long to drive to Diablo?",448176640
"Do you wanna go to the comp friday? I'm still figuring out the details. I'd be down to do dinner Saturday too",448177792
"yeah I might wanna go to the comp Friday. let's talk tmrw. we can do that dinner when ever ",448177920
"Leave earlier?",448178944
"maybe a lil",448179007
"Ooh good idea. You now anyone at Diablo gym? Can we sleep over/ camp in the gym",448211200
"Il do camp if u do it",448215936
"K deal ",448216064
"xiaorong is wondering if there will be pictures of foreign exchange programs (i.e. China, France, etc) in the yearbook",448219264
"are we climbing today?",448223872
"Did me make a date I forget ",448223872
"*We ",448223872
"hm as of now we don’t have any of that",448226473
"think its worth a candid page?",448226483
"hey i forget",448226489
"I’m climbing with summer but you can climb with us / gabe wanted to climb too",448226503
"I'm gonna climb before so maybe I'll just watch and be creepy",448226539
"sounds great@",448226552
"What is the name of the girl whose house you went to for pre prom a couple of years ago",448233216
"Near urban",448233216
"would it not go in the trips page?",448236928
"It could ",448237056
"We haven't done it before but if we have room then we could. But do we have any photos",448237056
"I took hundreds of photos in China (with a dslr)",448237312
"can u trade safety shifts w me?",448245760
"tues for weds?",448245760
"ppl what time are we meeting at marisas ",448254464
"9:25 ",448254592
"kk cool ",448254592
"don’t b late pls cus i want rachel to like me. also, shorts or pants?",448254592
"shorts ",448254720
"hiking shoes?",448254720
Ya,448254720
"dads right?",448254720
yes,448254848
"actually jk",448255360
"Oh cool! Well if you sort out the best ones and send them to summer I think she's working on that rn",448257280
"Id be down if u still want to",448257792
"I heard the hike was safari themed",448257792
"Also I wanna see them!",448257792
"same ",448257792
"no it's ok. thanks tho dude!",448258048
"Oh shit actually I need someone to cover me for Thursday I have a family dinner",448258176
"Can u do it please",448258176
"I will if u can take my Sunday shift. I can't do it",448258432
"Ya sounds good",448258432
"really? the 10:30-4 one? ",448258432
"Haha should I say no? I want to work and Id rather work sunday anyway. You still owe me one though ",448258560
"okey dokey thanks ! hehe ya I guess I do",448258560
"what's this staff meeting about tho?",448258560
"Idk when is it ",448258560
"Monday the 30th",448258560
"it's on the email",448258649
"oh ya",448258966
"Hey my sweatpants! ",448263040
"hey, its not my fault u forgot them!",448263040
"anyway they’re basically mine now ",448263040
"The cafe im in right now in Evanston is playing music that might be classical, but I'm pretty sure is just the howls soundtrack",448298112
"11 and lake right?",448301824
"Haha probably is",448301824
"15th, u better have left ",448301824
"Im here ",448301952
"I'm leaving now",448302080
"Yay coming out",448302080
"￼",448304000
"I love it!  I need to read the play!",448304128
"I'll bring my copy home ",448304384
"Thanks, good luck on your presentation",448304384
"Done, going home to grab my bag then heading to the airport",448305280
"How'd it go? I'm on my way to go hiking ",448305280
"Well. Some critiques but that's whatever. Have fun hiking! Where?",448305408
"Fairfax ",448305408
"Can't wait to see you",448306176
"Ugh I have to work tomorrow for like 1 hour ",448306304
"I hate that",448306304
"Helmets in the laundry room",448306304
"Haha fucker",448306304
"Awesome thanks ",448306304
"Should we just skip the comp and do the dinner thing on Friday? If we are gonna go to the comp Saturday",448306304
"En route to airport. See you all tonight! Mom I'll just take Bart to 16",448306432
"I know I'm sorry ):",448306816
"do u want my safety shift tmmrw?",448306816
"haha ",448306816
"yeah that sounds good ",448307456
"Fly safe!!",448307584
"That's why they call it a 'crit'",448307712
"Jake, fly safe, call when you land at SFO!!  Any food requests?",448309504
"Not off the top of my head, but thank you!",448310016
"Take mine tonight ",448314624
"Wel trade!",448314624
"I can't ",448314624
"do u still want it or nah?",448321920
"I don't really care either way",448321920
"Do I want to work it? No not if you can't trade cause my brothers coming home today and we are gonna do a fam dinner either night ",448322304
"Ok ",448322304
"Let's get tobi drunk ",448322304
"I can't trade tonight but I can trade thurs ",448322560
"Ya aren't u trading my thurs for ur sun",448322560
"That's fine",448322560
"ya that's what i thought",448322560
"now I'm confused ",448322560
"okay so Thursday for Sunday? right?",448322560
Ya!!!,448322560
;),448322560
"....I don't understand what happened there ",448322560
"Nothing ",448322560
"okey dokey",448322560
"see ya in a few ",448322560
"￼",448322688
"Sry accident ",448322688
"￼",448322688
" hi urban fronds ",448322688
"￼",448322944
"where's the black pearl at??",448322944
"are u not coming today ):",448322944
"U at the gym?",448322944
"not yet ",448322944
"I'm coming in like an hour ",448322944
"good luck with that",448323456
Landed!,448329856
"Yay, call when you get to Bart!  I will pick u up at 16/mission",448329984
"￼",448329984
"Sol food",448329984
AH,448330496
"￼How was ur day?
",448330752
"Welcome home !",448330953
"Thanks! Mom if my phone dies before I get there, I should be at 16 in about 30",448331239
"Ok see you soon",448331260
"you're evil. my day was great. turned in a paper had a mini quiz. did a presentation and found out I have to take AMA ",448331392
"did u get sol food? ",448332288
"Do you have the package?",448333568
"Just now",448333568
"￼",448345600
"Yum ",448345600
"😋",448345984
"Why AMA? ",448346112
"because rem hates me ",448346240
"Whatever he's a dick",448346624
"Just don't sign up for it",448346624
"yeah that's what I'm doing ",448346752
"Haha also sign up for acting 3",448347008
"And advanced ensemble",448347008
"haha yeah ",448347264
"what did u want me to do for yb? should I handwrite the jtree title thing? or type it",448347392
"Up to you. If your handwriting is good then handwritten could cool. ",448347776
"You could write on the left side Joshua tree, class of 2015",448347776
"for the other side you could do a white circle, with like, “The 2014 trip to Joshua tree had its ups and downs, but overall was an amazing experience. From the blazing heat felt at the tops of a massive peak, to the cool darkness of the Chasm of Doom; Joshua Tree was a challenging and fun ",448348442
"but make it a little bit better maybe?",448348450
"I have no idea. that seems good ",448348544
ok,448348819
"at the gym tonight",448348824
"i might have accidentally sort of invited that annoying guy from gold wall to meet us at j tree",448348843
"what? ",448348800
"the rly terrible one? ",448348800
"haha ya",448348870
"noooo he's awful ",448348800
"I know",448349032
"What do you think will happen if I can't go to the staff meeting...",448387328
"haha idk probsbabky nothing ",448387328
"I can fill u in",448387328
"￼",448389120
"hey do you know where the whole grade photos are?",448391416
"umm who took them? Kelli?",448394847
"idk off the top of my head",448394857
"It's ok found them ",448394867
"Hey did you get into Santa Barbara?  Just curious",448397591
"￼",448399104
"What time are we climbing?",448402816
"I work till 530",448403712
Great,448403712
"￼",448403712
"￼",448403968
"Got in ",448406983
"Honors college!",448406991
Congrats!,448407012
"haha neither ucsb or davis will let me reject it",448407034
"Haha. Can you sell your spots?",448407168
"￼",448407168
"scan it for me? plz",448407168
"I'm doing it rn",448408064
Ya,448408064
"I'll go to the game with you",448413696
"Running late I have to stuff for mom real quick",448417408
"No prob",448418304
Here,448418816
"Out to the right",448418816
"Hey dude can you log my hour cause I forgot",448419072
yeep,448419072
"What scs locals r u going to",448422528
"Saturday and I'm not sure",448422528
You?,448422528
"Santa Cruz and hopefully sat but I might have to work, so Maybe Reno ",448422784
"Oh ok when's Santa Cruz?",448422784
"25th I think",448422784
"Why not saturday?",448425728
"Oh work",448425728
"Damn well let me know if you can get out of work",448425728
"Hey are you driving to Diablo?",448425728
"Yah hopefully I can",448425728
"￼",448426496
"￼",448431104
"Can i get a ride with you?",448439168
"￼",448439168
"If we don't go outside we can do this",448439168
"I don't know if il have my car",448439296
"Oh shit lets do it",448439296
"If you don't let me know so we can work something out",448439296
Ok,448439296
"That sounds sick!!!",448439296
"Ya dude! We can do that and maybe catch some last minute boulders before sunset ",448439424
"Hi Lucas Radu won't tell you so I'll tell you myself I love you platonically ",448439424
"I told Radu ""tell him I love him!"" And he said no",448439424
"So I take matters into my own hands",448439424
"She took up arms ",448439424
"I love you guys platonically like heck ",448468736
"I love you guys platonically like heck",448468736
"Haha ",448468736
"Hey you gotta move the car before 9",448469632
"Ok will do",448469760
"Hey guys can u and Jesse lead yearbook today me and Emily are gone on cal studies. ",448471424
sure,448471424
"Cool cool. Mainly make sure everyone is working hard, then Miya can you see which proofs we have and which ones are missing then email solstice ",448471424
"ok sounds good",448471552
"okay the proofs for sigs 7-14",448471552
?,448471552
"Ya because I don't think all of them showed up ",448472064
"Also if no seniors are doing anything make them go around taking senior spesh photos",448472192
"who has the proofs?",448479616
"we have eight proofs",448479872
"Wanna get food w me?",448483712
"are u climbing today? ",448491008
"Meet me at haight street market when you're ready ",448493312
"Ya but jakes coming",448493440
"Ok I'm coming now",448493440
"oh okay ",448493440
"Oh I'll meet you out front then",448493568
"At urban",448493568
"I'm across the street",448493952
"Can you guys pick up two tubs of grated parm?  Thanks",448498560
"I'm getting it now",448500736
"Oh okay",448500736
"￼",448505088
"Good day of climbing ",448506240
"Maybe we shouldn't climb together anymore :)",448506240
"no. thats not the problem ",448508160
"and i like climbing with you",448510336
"hey who do i contact to update my team status?",448519503
"Looks like ur having fun",448578048
"￼",448578304
"That reading made me go mental",448579840
"Email info@usaclimbing.com I think",448580575
"Can u hang out w me this weekend?",448581248
"Sorry biiiitch",448583168
"Gotta fuck mah women",448583168
*harim,448583168
"HANG OUT WITH ME",448583168
"I can make yo pussy whistle like an old spice commercial ",448583296
"completely disgusting ",448583296
"🗿",448583296
"👸",448583296
"Haha that was all sophie. Isn't she scary ",448588928
Ok,448588928
"I'm watching Emily repel off the building online right now ",448588928
"Online tho",448588928
"Awesome course report!!!  Congrats",448590464
"I haven't even seen it",448590592
"I just read it",448590720
"Whatd I get",448590720
"A- calc, A comp sci, A- inf dis, A art",448590720
"What're your all dinner plans tonight? Mom and dad are out but lucas and I and maybe Sophie are hanging out so you guys are welcome to come kick it",448592256
Woohoo,448595328
"Get a burrito w me later ",448595968
Cool,448602752
"EATING WHAT?!?!",448605184
"Jk that's so gross ",448605184
"I'm so sorry ",448605184
"I don't know. Charley and I might go to a bar ",448605312
"Hey so tomorrow where do you want to meet? (Radu)",448605440
"Haha oh ya boys. ",448605440
"￼",448605440
Boy,448605440
"I'm at summers with some people ",448605440
"Idk cause I don't have my car. I might be able to borrow my moms ",448605568
"I'm going to be driving I can pick you up in the city but I want to know where?",448605568
"Oh what works. By ur school",448605568
"820 sutter?",448605568
"Who is that?",448605696
"Summers brother",448605696
"Or your place is good too?",448605696
"Ah nice ",448605696
"3055 pacific!",448605696
"If that's ok. Thanks for the ride?",448605696
"I mean thanks for the ride!",448605824
"Ya no problem let's plan on 830ishor a bit earlier.",448605824
Ok,448606080
"R u coming home by one?",448615040
"I'm on my way ",448615040
"I missed the bus ",448615168
"Wanna pick me up?",448616064
"Can't, been drinking. Call an uber?",448616064
"Too late to walk or bus",448616064
"Bus is just hr",448616192
"Just uber, it's pretty late. Mom and dad expect you at 1 anyway",448616192
"Haha! Bus just showed up. The fucking stop wait tame was wrong! And I was about to call a lyft",448616192
"So you bussing then?",448616192
"The bus stop said 39 min, I was about to call a lyft, then Steven heard my prayers",448616192
"￼",448616320
"Yep be home a lil after 1",448616320
"Cool, moms hilariously drunk anyway. See ya then",448616320
"yay. steven is good for something 🙌👹",448616320
"Haha no worries then. Are they home right now?",448616320
"Ya. They're probably asleep by now",448616320
"Haha also I guess my parents are really drunk anyways",448616320
"Makes sense cause mom couldn't reply to my text ",448616320
"oh damn i guess you could have stayed then",448616320
"Ha good. ",448616320
"I don't think so but whatever. I could always sneak out!",448616448
"haha yeah you need to make use of your repelling skills ",448616448
"Dope send me a pic",448616448
"Don't think I can do anything this weekend ",448616576
"Got bunch a plans",448616576
"Wait does maddy have my pants now",448616576
"Want to come buy oysters with us tomorrow?",448616576
"I have my climbing comp remember. ",448616576
"Otherwise I would have loved to",448616576
"no. they are somewhere in my house",448616576
"Oh yes of course. Well you're welcome to still eat them",448616576
"Thanks ",448616960
"No problem. I would've loved to go to the comp though",448616960
"Bring your rope if you can. ",448643840
"You can start biking when your ready ",448643840
"I have it. Where you want me to meet u in mission?",448644736
"I see a toddler who looks a lot like amade ",448644864
Cliffs,448644864
I,448644864
K,448644864
"Where you at",448644864
"14 and Valencia",448644864
"bet he's not as cute ",448644992
"I'm across the street from mission cliffs",448645120
"He was super cute. Maybe it was him",448647808
"yeah it was prolly him kidnap him and I'll tell u for sure ",448650368
"Should I apply for urban Sherpas?!",448651264
"Are you working today?",448653824
"￼Birenstocks",448668800
"Birken ",448668800
"￼Puffy vest",448668800
"You guys got 5th and 4th",448669056
"!!! Woohoo!",448669056
"Cool how did u do? ",448669056
1st,448670720
"That's so awesome, Congrats!!!",448670720
"Thanks. You guys have fun? It was a good cimo!",448670848
Comp!,448670848
"Yah it was super fun, did u?",448670848
"Ya it was a good time ",448673664
"No I went to a competition today",448673664
Yeah,448673664
"You don't have to do much",448673664
"But I've never been on an urban trip and one of the questions is about what you enjoyed on an urban trip lol😁",448674048
"Eh either make it up or say somethin like I haven't but can't wait to go on one ",448675200
"I am tomorrow though ",448675200
"You climbing?",448675200
"Ha okay",448675968
"How many people are you accepting?",448675968
"Probably 3-4",448675968
"when will u be back in the city? ",448676736
:(,448677120
"Yeah just finished",448678400
"Ran into gabe and summer",448678400
"Oh cool. You climb with Brendan? We should all climb together sometime",448681419
Yee,448681856
"I'm down we might start going weekly",448681856
"Hey dude, I'm covering Kate's safety sunday, but I'm tryin to do something at 4. Would u be able to cover the last hour of my shift?",448681984
"Chill you should",448681984
"I just got back, but I think I'm gonna eat dinner here. I could come over after if that works? ",448682112
"Hey Lucas its Kat. Just texting before I forget so you have my number! ",448682240
"Oh cool thanks. ",448682368
"Np. Thanks for climbing with me! I showed up without a rope or a partner.. Didn't really think that far ahead",448682368
"I have an ICC from 230-330 I can cover the last 30 min?",448682496
"Also CONGRADUTLATIONS!! ",448682496
"I heard you did awesome at the comp!",448682496
"Hey thanks! It was a lot of fun ",448682752
"You guys went to Hawaiian food without me",448682752
"I cried ",448682752
"Yeah no worries, it happens. ",448682752
"Yea well u shoulda come to the comp",448682880
"My mother was visiting :(",448682880
"She shoulda come",448682880
"Not my fault",448682880
"yeah sounds good ",448683008
"I want to",448683355
"Also do you work w a guy named George",448683367
"Ya do you know him?",448684800
"No he just did my belay test",448684884
"Oh haha ",448684898
"He gave me a belay card tho 😊",448685240
"haha cool",448687475
"hey do you know where the all faculty and staff photo is? I thought we took one ",448687516
" i found the other ones but not this",448687526
"agh no.. I'm with kemp and he doesn't know either",448687488
sorry!,448687488
"tomorrow can u find it ",448687572
yep!,448687587
"thanks! tell kemp hi! see u later",448687605
"He's great",448690139
"How old is he",448690688
"He's hot",448690688
"Haha mid 20s",448691968
"He said he thinks ur cute",448691968
"Ok what are u up to?",448692169
nothing,448692187
"Lol that's what brendan and I guessed",448692212
"I’m super tired, would u be down to just kick it and watch a movie? ",448692398
"yeah that's fine ",448692423
"cool il come over in a lil bit ok ",448692436
"okay ",448692453
Ok,448695168
"You know what I mean?",448695168
"Hey I'm here",448695296
"What time are you out of work?",448754048
"Take 101s to de la Cruz exit. Follow the signs to avaya stadium. ",448754816
"Just got out on my way now",448754944
"Great. When you get off stay on de la Cruz then you'll see signs pointing to Santa Clara or San Jose. Go towards San jose. I mean you'll see all the signs for it",448755072
"Then follow the signs to the platinum lot",448755456
"You close??",448758016
"5 min ",448758272
Here?,448758912
"hey did u find that file? ",448773149
"I looked but couldn't find it so I emailed Kelli",448773120
"aight well we need it asap ",448773234
"I know I know. Kelli just kinda ignored my organization system and put them in weird files",448773248
ok,448773554
"ya thats a pain i know",448773565
"Hey I'm not able to go to mc tomorrow. ",448779904
Yeah,448827776
"do you need my help?",448827648
"medial lab",448827776
"Dentist tomorrow 3:30",448828672
"￼",448829912
"That looks suspicious ",448834048
"He told me he liked it ",448834048
Haha,448834048
"Medieval lab",448834176
"r u gonna be in media lab after school?",448840192
"Hey ya im on my way back from cal studies",448843264
"no one was there & I'm done w my section so I was just gonna help out in other areas. I'm in the garden doing homework rn but I probably can't stay cause I have karate tonight ",448843520
"Hey want to pick me up at vanness?",448855424
Where?,448855424
"Pacific and vanness",448855424
"Why there? ",448855424
"I'm n the bus",448855424
"That's as far as it goes",448855424
"Oh sorry I thought you were asking if I want a ride. I'm not at home yet and biked to school ",448855552
"Aha ok",448855552
"Where's mom?",448856448
"can u climb tmrw? ",448856576
"Idk I want to but I'm also stressed about yb",448857216
"I just got home she's here",448857344
"e1 lunch and maybe some afterschool then we can climb?",448857344
"Where are you?",448857344
"I have a dentist after school :(",448858240
"okay we should climb some other day this week",448858467
"Yeah definitely I felt so strong at the comp I wanna keep training. ",448859948
"What days of break would u prefer going outta town?",448859972
"the beginning of break. Friday to whenever is best but I can be flexible ",448860214
"have u talked to ur parents abt the trip  yet? ",448861056
"Ya but they are being really annoying and noncommittal ",448862080
"I think I can do it",448862208
"make them commit. I'm hella exited for this trip ",448863232
"Yeah me too! Who do you want to come? I was talking to sophie and Kendra and Emily ",448863616
"I guess I'm good with anyone",448864256
"hi can u cover my Thursday safety? ",448874112
"2001 Union Street suite 345, Dr Elizabeth Nubla-Penn",448900352
"I can't im sorry",448900352
"it ok ",448900480
"candids didn’t even have a spread for those pages",448903168
"￼￼",448905856
"￼",448910336
"￼",448916414
"PLEASE GET A PHOTO OF MADISON FINK",448916736
"all the stripe photos of her are blurry",448916736
"￼￼￼",448916992
"￼",448917352
"￼",448924288
"sent me the template?",448926848
"emily says she doesn't have it",448926848
"and I'm staying after school to work on it",448926848
"I emailed u a link to it on the server",448928768
"To where it is on the server",448928768
"It's in front matter, cover ",448928768
"Do you have my social? I can't remember all of it",448929152
"I'm just asking dad where it is",448929280
"Ok thanks. I gotta memorize it",448929408
"Nevermind I got it",448929664
Ok,448929664
"Do you think I should include my acne pills for medicine taken in the last year?",448929664
"Or just skip it?",448929664
"Yes, minocycline 50 mg",448929792
"Thanks ",448929792
Sure,448929920
thanks!,448930944
"we don’t have enough photos for the last few trends and its hard to make the second spread because we don’t have photos of everyone and i am getting really stressed",448931456
Relax,448934400
"Want a ride home?",448934528
"Where are you?",448934528
"I'm ok now I went on a bike ride and I feel much less stressed",448934528
Home,448934528
"It's easy",448934528
"Where r you",448934656
"R u done?",448934784
good,448936657
"don’t quote me on this, and don’t let it get to you, but if i am not mistaken sr special is in sig 6, and we can’t send sig 6 till we finish sports, so you might get maybe a day or 2 extra",448936750
"it is in sig 6!!!",448936797
wow!,448936800
ok,448937484
"still needs to get done",448937488
"get hellla people to take photos tomorrow",448937494
"yeah I'm gonna send an email to the whole staff to get pix",448937472
"i think email specific people instead who you know are done w/ sections and will do it",448937565
"good idea",448937577
"￼",448938564
"any chance I can convince u to climb with me tmrw? i worked on yearbook all afternoon and I rly need to climb tmrw ",448944640
"Hey can you work the safety shift Thursday? I told Kate I could but I have to take Radu to the airport at 800",448949888
"I can't im sorry",448953344
"I'm working four to 6 
:( im sorry. U didn't climb today?",448953472
"What about gabe?",448953472
"I'll ask him but I think he's doing something with my mom. and no I didn't climb I spent 3 hrs fixing errors and doing the music and sports pages  ",448953472
"Hi can you bring up the two Birite books and envelope from the backseat of my car?  Are you on your way?",448953728
Thanks,448953728
"Yes ",448953856
"See you soon",448953984
"It's fine",448954987
